date,open,High,low,close,volume
2022-02-11,11.62600040435791,11.881999969482422,11.579999923706055,11.868000030517578,6428439
2022-02-14,11.753999710083008,11.986000061035156,11.605999946594238,11.668000221252441,8362112
2022-02-15,11.59000015258789,11.75,11.435999870300293,11.62600040435791,8139495
2022-02-16,11.663999557495117,11.97599983215332,11.62600040435791,11.934000015258789,8155716
2022-02-17,11.843999862670898,12.0,11.675999641418457,11.869999885559082,8114343
2022-02-18,11.878000259399414,12.03600025177002,11.656000137329102,11.734000205993652,7709619
2022-02-21,11.739999771118164,11.817999839782715,11.529999732971191,11.619999885559082,5171870
2022-02-22,11.40999984741211,11.770000457763672,11.399999618530273,11.468000411987305,6924845
2022-02-23,11.473999977111816,11.631999969482422,11.357999801635742,11.366000175476074,6680005
2022-02-24,11.079999923706055,11.39799976348877,10.979999542236328,11.329999923706055,13349172
2022-02-25,11.210000038146973,11.736000061035156,11.149999618530273,11.593999862670898,9058029
2022-02-28,11.449999809265137,11.746000289916992,11.342000007629395,11.62600040435791,13472862
2022-03-01,11.699999809265137,11.991999626159668,11.652000427246094,11.862000465393066,9146984
2022-03-02,12.0,12.366000175476074,11.920000076293945,12.267999649047852,14960005
2022-03-03,12.307999610900879,12.675999641418457,11.96399974822998,12.001999855041504,19956964
2022-03-04,11.930000305175781,11.979999542236328,11.371999740600586,11.465999603271484,12203037
2022-03-07,11.449999809265137,12.095999717712402,11.291999816894531,11.928000450134277,17131496
2022-03-08,12.04800033569336,12.371999740600586,11.90999984741211,12.241999626159668,10553439
2022-03-09,12.241999626159668,12.468000411987305,11.78600025177002,11.850000381469727,15514946
2022-03-10,11.795999526977539,11.98799991607666,11.708000183105469,11.824000358581543,8048141
2022-03-11,11.699999809265137,11.979999542236328,11.54800033569336,11.633999824523926,10953044
2022-03-14,11.63599967956543,11.663999557495117,11.267999649047852,11.454000473022461,8889217
2022-03-15,11.350000381469727,11.468000411987305,11.157999992370605,11.468000411987305,7791864
2022-03-16,11.600000381469727,11.642000198364258,11.197999954223633,11.227999687194824,10864520
2022-03-17,11.336000442504883,11.54800033569336,11.276000022888184,11.491999626159668,7039284
2022-03-18,11.600000381469727,11.600000381469727,11.15999984741211,11.218000411987305,15595515
2022-03-21,11.25,11.649999618530273,11.241999626159668,11.630000114440918,9412952
2022-03-22,11.699999809265137,11.831999778747559,11.605999946594238,11.678000450134277,4852844
2022-03-23,11.862000465393066,12.144000053405762,11.8100004196167,12.069999694824219,7940775
2022-03-24,12.074000358581543,12.204000473022461,11.979999542236328,11.989999771118164,7738390
2022-03-25,11.998000144958496,12.194000244140625,11.789999961853027,12.163999557495117,4335122
2022-03-28,12.081999778747559,12.305999755859375,11.829999923706055,11.904000282287598,16686343
2022-03-29,12.0,12.170000076293945,11.621999740600586,11.772000312805176,6530273
2022-03-30,11.899999618530273,12.045999526977539,11.880000114440918,12.022000312805176,4696618
2022-03-31,11.92199993133545,12.062000274658203,11.833999633789062,11.923999786376953,5251275
2022-04-01,11.800000190734863,12.005000114440918,11.699999809265137,11.944999694824219,4753153
2022-04-04,12.0,12.0649995803833,11.869999885559082,11.880000114440918,6647661
2022-04-05,11.989999771118164,12.199999809265137,11.864999771118164,12.1899995803833,9687630
2022-04-06,12.300000190734863,12.420000076293945,12.164999961853027,12.300000190734863,6195618
2022-04-07,12.300000190734863,12.380000114440918,12.125,12.220000267028809,9457273
2022-04-08,12.350000381469727,12.829999923706055,12.335000038146973,12.829999923706055,12854634
2022-04-11,12.800000190734863,12.930000305175781,12.760000228881836,12.805000305175781,6115807
2022-04-12,12.680000305175781,13.274999618530273,12.654999732971191,13.234999656677246,10011614
2022-04-13,13.244999885559082,13.579999923706055,13.239999771118164,13.53499984741211,23609735
2022-04-14,13.649999618530273,13.8149995803833,13.53499984741211,13.770000457763672,6350740
2022-04-19,13.795000076293945,14.074999809265137,13.625,13.645000457763672,14694253
2022-04-20,13.6850004196167,13.8100004196167,13.585000038146973,13.630000114440918,11462853
2022-04-21,13.649999618530273,13.789999961853027,13.585000038146973,13.675000190734863,7636432
2022-04-22,13.529999732971191,13.53499984741211,12.729999542236328,13.194999694824219,8472986
2022-04-25,12.835000038146973,13.09000015258789,12.604999542236328,12.604999542236328,9003008
2022-04-26,12.774999618530273,12.960000038146973,12.5,12.664999961853027,5602585
2022-04-27,12.595000267028809,12.984999656677246,12.595000267028809,12.90999984741211,7245697
2022-04-28,12.975000381469727,13.649999618530273,12.835000038146973,13.630000114440918,8875801
2022-04-29,13.765000343322754,14.329999923706055,13.649999618530273,14.28499984741211,18852636
2022-05-02,14.079999923706055,14.239999771118164,13.795000076293945,14.104999542236328,7604085
2022-05-03,14.145000457763672,14.229999542236328,13.890000343322754,14.119999885559082,6036623
2022-05-04,14.055000305175781,14.545000076293945,14.039999961853027,14.28499984741211,7605514
2022-05-05,14.5600004196167,14.640000343322754,14.265000343322754,14.399999618530273,10512567
2022-05-06,14.399999618530273,14.9399995803833,14.345000267028809,14.835000038146973,10325420
2022-05-09,14.579999923706055,14.795000076293945,13.569999694824219,13.569999694824219,38542128
2022-05-10,13.649999618530273,13.71500015258789,13.220000267028809,13.645000457763672,9106538
2022-05-11,13.725000381469727,14.255000114440918,13.725000381469727,14.255000114440918,5495358
2022-05-12,13.930000305175781,14.28499984741211,13.8100004196167,13.989999771118164,4897317
2022-05-13,14.154999732971191,14.329999923706055,13.90999984741211,14.255000114440918,3726487
2022-05-16,14.055000305175781,14.25,13.979999542236328,14.119999885559082,5529766
2022-05-17,14.5,14.795000076293945,14.350000381469727,14.5649995803833,6439375
2022-05-18,14.75,14.875,14.569999694824219,14.680000305175781,7055799
2022-05-19,14.609999656677246,14.864999771118164,14.364999771118164,14.4399995803833,5227429
2022-05-20,14.595000267028809,14.75,14.404999732971191,14.40999984741211,6414647
2022-05-23,14.729999542236328,14.84000015258789,14.460000038146973,14.65999984741211,8542757
2022-05-24,14.479999542236328,14.795000076293945,14.454999923706055,14.704999923706055,8562284
2022-05-25,14.800000190734863,15.149999618530273,14.779999732971191,15.020000457763672,13550161
2022-05-26,15.0,15.104999542236328,14.805000305175781,14.954999923706055,7774634
2022-05-27,15.020000457763672,15.029999732971191,14.704999923706055,14.989999771118164,8011877
2022-05-30,14.9399995803833,15.0649995803833,14.670000076293945,14.845000267028809,11107084
2022-05-31,14.949999809265137,15.3100004196167,14.9399995803833,14.994999885559082,20877928
2022-06-01,15.055000305175781,15.1899995803833,14.84000015258789,14.854999542236328,10109344
2022-06-02,14.9399995803833,15.055000305175781,14.635000228881836,14.960000038146973,4547242
2022-06-03,15.0,15.15999984741211,14.84000015258789,15.15999984741211,3833736
2022-06-06,15.319999694824219,15.449999809265137,15.229999542236328,15.414999961853027,3969692
2022-06-07,15.399999618530273,16.045000076293945,15.390000343322754,15.949999809265137,6943864
2022-06-08,15.954999923706055,16.1200008392334,15.925000190734863,16.1200008392334,4691076
2022-06-09,15.949999809265137,16.229999542236328,15.670000076293945,15.71500015258789,6874232
2022-06-10,15.734999656677246,15.895000457763672,15.329999923706055,15.484999656677246,7598331
2022-06-13,15.270000457763672,15.380000114440918,14.954999923706055,15.1899995803833,8951877
2022-06-14,15.210000038146973,15.585000038146973,15.03499984741211,15.345000267028809,4942145
2022-06-15,15.295000076293945,15.369999885559082,14.774999618530273,14.994999885559082,11771428
2022-06-16,14.944999694824219,15.069999694824219,14.25,14.399999618530273,13878650
2022-06-17,14.399999618530273,14.4350004196167,13.739999771118164,13.739999771118164,18935339
2022-06-20,13.760000228881836,14.09000015258789,13.680000305175781,13.979999542236328,4097982
2022-06-21,14.180000305175781,14.329999923706055,14.069999694824219,14.270000457763672,6852123
2022-06-22,13.960000038146973,13.96500015258789,13.53499984741211,13.65999984741211,7489873
2022-06-23,13.640000343322754,13.9399995803833,13.305000305175781,13.579999923706055,6703082
2022-06-24,13.505000114440918,13.829999923706055,13.399999618530273,13.75,16367245
2022-06-27,13.795000076293945,14.0,13.595000267028809,13.805000305175781,9030698
2022-06-28,14.0,14.319999694824219,13.944999694824219,14.21500015258789,11165774
2022-06-29,14.21500015258789,14.40999984741211,14.135000228881836,14.1899995803833,11508606
2022-06-30,14.039999961853027,14.234999656677246,13.925000190734863,14.050000190734863,4629074
2022-07-01,13.899999618530273,14.079999923706055,13.414999961853027,13.479999542236328,5831423
2022-07-04,13.835000038146973,13.949999809265137,13.729999542236328,13.829999923706055,5058785
2022-07-05,13.539999961853027,13.5649995803833,12.664999961853027,12.720000267028809,9056039
2022-07-06,12.850000381469727,12.970000267028809,12.454999923706055,12.53499984741211,6130635
2022-07-07,12.725000381469727,13.180000305175781,12.725000381469727,13.140000343322754,5060702
2022-07-08,13.100000381469727,13.364999771118164,12.854999542236328,12.979999542236328,14033450
2022-07-11,12.805000305175781,13.015000343322754,12.699999809265137,12.90999984741211,16449671
2022-07-12,12.880000114440918,12.989999771118164,12.085000038146973,12.170000076293945,24389927
2022-07-13,12.074999809265137,12.289999961853027,11.845000267028809,12.15999984741211,22608930
2022-07-14,12.130000114440918,12.210000038146973,11.625,11.800000190734863,12446567
2022-07-15,11.954999923706055,12.029999732971191,11.734999656677246,11.885000228881836,5722933
2022-07-18,12.005000114440918,12.28499984741211,11.944999694824219,12.0600004196167,3849808
2022-07-19,12.0,12.119999885559082,11.914999961853027,12.109999656677246,5733650
2022-07-20,12.265000343322754,12.265000343322754,11.984999656677246,12.09000015258789,2459427
2022-07-21,12.104999542236328,12.140000343322754,11.645000457763672,11.779999732971191,6646965
2022-07-22,11.899999618530273,12.069999694824219,11.739999771118164,12.029999732971191,4654759
2022-07-25,11.944999694824219,12.239999771118164,11.8100004196167,12.239999771118164,2919950
2022-07-26,12.395000457763672,12.529999732971191,12.295000076293945,12.364999771118164,4121187
2022-07-27,12.385000228881836,12.619999885559082,12.34000015258789,12.524999618530273,9072919
2022-07-28,12.600000381469727,12.600000381469727,11.649999618530273,11.914999961853027,9922886
2022-07-29,12.100000381469727,12.234999656677246,11.989999771118164,12.125,7358759
2022-08-01,12.100000381469727,12.199999809265137,11.819999694824219,11.850000381469727,4629294
2022-08-02,11.819999694824219,12.0,11.760000228881836,11.875,4323942
2022-08-03,11.850000381469727,12.149999618530273,11.760000228881836,11.925000190734863,4276226
2022-08-04,11.885000228881836,12.135000228881836,11.774999618530273,11.78499984741211,4506532
2022-08-05,11.779999732971191,11.895000457763672,11.53499984741211,11.835000038146973,5015422
2022-08-08,11.904999732971191,12.114999771118164,11.824999809265137,12.0,11926231
2022-08-09,12.039999961853027,12.479999542236328,11.949999809265137,12.425000190734863,5263031
2022-08-10,12.350000381469727,12.479999542236328,12.180000305175781,12.265000343322754,6930839
2022-08-11,12.350000381469727,12.585000038146973,12.345000267028809,12.529999732971191,4524954
2022-08-12,12.574999809265137,12.899999618530273,12.569999694824219,12.649999618530273,4784854
2022-08-15,12.725000381469727,12.734999656677246,12.204999923706055,12.350000381469727,3999758
2022-08-16,12.430000305175781,12.779999732971191,12.404999732971191,12.614999771118164,5634519
2022-08-17,12.524999618530273,12.680000305175781,12.425000190734863,12.65999984741211,3522524
2022-08-18,12.699999809265137,13.039999961853027,12.680000305175781,12.994999885559082,4773433
2022-08-19,13.0,13.180000305175781,12.914999961853027,13.074999809265137,5121025
2022-08-22,12.920000076293945,13.28499984741211,12.835000038146973,13.210000038146973,4110563
2022-08-23,13.220000267028809,13.729999542236328,13.220000267028809,13.6899995803833,5472959
2022-08-24,13.600000381469727,13.6899995803833,13.229999542236328,13.255000114440918,4298287
2022-08-25,13.454999923706055,13.609999656677246,13.404999732971191,13.404999732971191,3376860
2022-08-26,13.414999961853027,13.545000076293945,13.390000343322754,13.430000305175781,3721033
2022-08-29,13.430000305175781,13.649999618530273,13.225000381469727,13.630000114440918,2852176
2022-08-30,13.699999809265137,13.8149995803833,13.164999961853027,13.194999694824219,4697032
2022-08-31,13.194999694824219,13.220000267028809,12.65999984741211,12.984999656677246,11072717
2022-09-01,12.864999771118164,13.005000114440918,12.78499984741211,12.885000228881836,3803212
2022-09-02,12.994999885559082,13.4399995803833,12.899999618530273,13.380000114440918,4960994
2022-09-05,13.34000015258789,13.765000343322754,13.34000015258789,13.6850004196167,4975330
2022-09-06,13.829999923706055,13.84000015258789,13.4399995803833,13.475000381469727,4309713
2022-09-07,13.550000190734863,13.664999961853027,12.930000305175781,12.930000305175781,7808306
2022-09-08,13.03499984741211,13.114999771118164,12.779999732971191,12.824999809265137,4422489
2022-09-09,12.850000381469727,13.170000076293945,12.835000038146973,13.109999656677246,3273872
2022-09-12,13.109999656677246,13.444999694824219,13.085000038146973,13.149999618530273,11615075
2022-09-13,13.234999656677246,13.25,12.78499984741211,12.899999618530273,6020883
2022-09-14,12.800000190734863,13.03499984741211,12.710000038146973,12.850000381469727,5583192
2022-09-15,12.880000114440918,12.930000305175781,12.244999885559082,12.329999923706055,9196798
2022-09-16,12.300000190734863,12.385000228881836,11.885000228881836,11.960000038146973,14716127
2022-09-19,11.859999656677246,12.154999732971191,11.704999923706055,12.085000038146973,4629897
2022-09-20,12.114999771118164,12.194999694824219,11.899999618530273,11.949999809265137,4279604
2022-09-21,12.045000076293945,12.369999885559082,11.850000381469727,11.880000114440918,7811223
2022-09-22,11.805000305175781,12.154999732971191,11.765000343322754,12.0,4370197
2022-09-23,11.875,11.920000076293945,11.1850004196167,11.359999656677246,7004593
2022-09-26,11.085000038146973,11.470000267028809,11.050000190734863,11.329999923706055,5753260
2022-09-27,11.329999923706055,11.704999923706055,11.319999694824219,11.600000381469727,5206047
2022-09-28,11.46500015258789,11.904999732971191,11.329999923706055,11.800000190734863,5625187
2022-09-29,11.859999656677246,11.864999771118164,11.46500015258789,11.734999656677246,4946081
2022-09-30,11.835000038146973,11.994999885559082,11.680000305175781,11.805000305175781,4074554
2022-10-03,11.84000015258789,12.25,11.835000038146973,12.204999923706055,4660644
2022-10-04,12.319999694824219,12.630000114440918,12.204999923706055,12.40999984741211,6618752
2022-10-05,12.380000114440918,12.800000190734863,12.194999694824219,12.729999542236328,5219275
2022-10-06,12.630000114440918,12.890000343322754,12.420000076293945,12.574999809265137,4748670
2022-10-07,12.720000267028809,12.739999771118164,12.449999809265137,12.6899995803833,3655522
2022-10-10,12.550000190734863,12.744999885559082,12.399999618530273,12.449999809265137,3522891
2022-10-11,12.300000190734863,12.350000381469727,11.925000190734863,12.175000190734863,5712538
2022-10-12,12.274999618530273,12.46500015258789,12.024999618530273,12.119999885559082,4330140
2022-10-13,12.095000267028809,12.739999771118164,12.095000267028809,12.664999961853027,4147834
2022-10-14,12.795000076293945,12.994999885559082,12.494999885559082,12.510000228881836,5201312
2022-10-17,12.510000228881836,12.994999885559082,12.510000228881836,12.744999885559082,5589988
2022-10-18,12.800000190734863,12.890000343322754,12.619999885559082,12.649999618530273,3729074
2022-10-19,12.770000457763672,12.930000305175781,12.675000190734863,12.930000305175781,3391156
2022-10-20,12.949999809265137,13.395000457763672,12.899999618530273,13.180000305175781,4438711
2022-10-21,13.149999618530273,13.229999542236328,12.960000038146973,13.220000267028809,4579057
2022-10-24,13.154999732971191,13.414999961853027,12.970000267028809,13.300000190734863,3956501
2022-10-25,13.34000015258789,13.375,13.074999809265137,13.095000267028809,6668012
